.	emdb
20626	virus-e
20710	virus-e
20922	membrane
21018	membrane
21019	membrane
21205	membrane
21419	membrane
21420	virus-o
21421	70s
21422	70s
21561	dna
21563	dna
21565	dna
21566	dna
21567	dna
21587	membrane
21588	membrane
21589	membrane
21590	membrane
21591	membrane
21592	membrane
21593	membrane
21594	membrane
21602	misc
21649	membrane
21650	membrane
21651	membrane
21653	virus-e
21654	virus-e
21655	virus-e
21854	membrane
21855	membrane
21872	ribosome-c
21873	ribosome-c
21887	ribosome-c
21888	ribosome-c
21930	membrane
21931	membrane
22051	misc
30072	virus-c
30143	membrane
30252	rna
30275	rna
30283	rna
30284	rna
4906	needle
4911	membrane
4916	membrane
4937	misc
4944	misc
0931	amyloid
10696	virus-c
10697	virus-c
10698	virus-c
10699	virus-c
10700	virus-c
10701	virus-c
10720	membrane2
10904	cell
11009	virus-c
11010	virus-c
11011	virus-c
11013	virus-c
20275	virus-e
20276	virus-o
20807	membrane
20822	membrane
20823	membrane
20824	membrane
20945	membrane
20969	membrane
21219	membrane
21243	membrane
21313	membrane
21366	dna
21367	dna
21410	amyloid
21695	virus-e
21702	virus-e
21983	membrane
22078	virus-c
22094	misc
22095	misc
30247	virus-c
9926	membrane2
0439	membrane
0979	membrane
10515	membrane
10658	needle
10689	rna
10702	virus-c
10843	dna
10844	dna
10943	needle
10945	needle
10949	needle
10950	needle
10955	needle
10956	needle
10957	needle
10987	membrane
11008	virus-e
11012	virus-c
11058	membrane
11126	cell
20281	dna
20296	ribosome-c
20297	ribosome-c
20298	ribosome-c
20299	ribosome-c
20300	ribosome-c
20304	ribosome-c
20305	ribosome-c
20306	ribosome-c
20307	ribosome-c
21244	membrane
21245	membrane
21545	membrane
21546	membrane
21547	membrane
21548	membrane
21549	membrane
21689	dna
21910	cycle
21969	ribosome-c
22007	rna
22106	misc
22136	virus-c
22138	virus-c
22139	virus-c
30029	membrane
9743	misc
9744	virus-c
9745	virus-c
0735	motor
0736	motor
0737	motor
0738	motor
0739	motor
0882	membrane
10206	membrane2
10236	membrane
10244	needle
10259	membrane
10260	membrane
10675	misc
10890	membrane
10913	virus-c
10947	misc
10948	misc
10953	misc
10954	misc
11032	70s
11063	rna
11103	misc
11121	misc
11122	misc
20172	membrane
20500	virus-c
20835	membrane2
21053	virus-c
21055	virus-c
21056	virus-c
21057	virus-c
21058	virus-c
21059	virus-c
21232	virus-c
21246	virus-c
21259	misc
21325	misc
21425	membrane
21428	membrane
21446	membrane
21560	membrane
21582	rna
21583	rna
21584	rna
21585	rna
21656	virus-e
21657	virus-e
21856	ribosome-c
21857	70s
21858	70s
21950	membrane
22002	rna
22003	rna
22004	rna
22005	rna
22137	virus-c
30126	synth
30220	rna
4921	membrane
0741	membrane
20348	dna
20770	motor
20830	needle
20831	needle
20832	needle
20833	needle
21035	membrane
21037	membrane
21228	membrane
21229	membrane
21251	misc
21256	virus-c
21257	virus-c
21272	virus-c
21273	virus-c
21274	virus-c
21275	virus-c
21276	virus-c
21277	virus-c
21278	virus-c
21301	dna
21411	virus-c
21412	virus-c
21413	virus-c
21498	virus-c
21499	virus-c
21500	virus-c
21533	membrane
21534	membrane
21619	70s
21630	70s
21631	70s
21632	70s
21633	70s
21634	70s
21635	70s
21636	70s
21638	70s
21640	70s
21685	membrane
21995	misc
21998	dna
22008	virus-e
22010	virus-e
22061	virus-c
22062	virus-c
22063	virus-c
22064	virus-c
22065	virus-c
22066	virus-c
22116	membrane
22127	virus-c
22128	virus-c
22147	virus-c
22148	virus-c
22149	virus-c
22182	virus-o
22183	virus-c
30211	ribosome-c
30212	ribosome-c
30213	ribosome-c
30214	ribosome-c
30215	ribosome-c
30276	virus-c
30277	virus-c
30300	membrane
30301	membrane
9960	rna
9961	rna
9962	rna
9969	rna
9970	rna
10001	virus-e
10003	virus-e
10088	dna
10089	dna
10094	membrane
10102	dna
10117	dna
10119	dna
10126	dna
10196	dna
10197	dna
10209	dna
10709	80s
10796	misc
10797	misc
11041	misc
11042	misc
11184	misc
20917	membrane
20918	membrane
20919	membrane
20920	membrane
21578	needle
21579	needle
21618	misc
21620	70s
21621	70s
21622	70s
21623	70s
21624	70s
21625	70s
21626	70s
21627	70s
21628	70s
21629	70s
21637	70s
21639	70s
21641	70s
21701	dna
21831	synth
21832	synth
21833	synth
21834	synth
21835	synth
21836	synth
21838	synth
21839	synth
21840	synth
21841	synth
21842	synth
21874	membrane
21876	membrane
21877	membrane
21878	membrane
21898	membrane
21899	membrane
22088	needle
22124	virus-c
22125	virus-c
22126	virus-c
22144	membrane
22157	virus-c
22158	virus-c
22159	virus-c
22207	virus-c
22208	virus-c
22217	motor
22218	motor
22250	virus-c
30278	virus-c
30279	virus-c
30296	rna
30297	rna
30337	virus-e
4434	synth
4989	virus-o
4990	virus-o
0945	membrane
0947	membrane
0960	misc
10058	dna
10059	dna
10097	virus-e
10688	dna
10704	membrane
10705	70s
10778	70s
10779	70s
10951	misc
10952	misc
10964	misc
11016	dna
11017	dna
11018	dna
11019	dna
11020	dna
11021	dna
11119	dna
11125	cell
11128	cell
11129	misc
11130	cell
11131	misc
11132	cell
11133	misc
11134	cell
11135	misc
11136	cell
11137	cell
11138	cell
11139	cell
11140	cell
11141	cell
11142	cell
11143	cell
11147	cell
11148	cell
11174	virus-c
11205	virus-c
11303	cell
11306	cell
20469	virus-e
20569	virus-c
20570	virus-c
20571	virus-c
20700	misc
21247	virus-c
21487	misc
21504	virus-e
21505	virus-e
21506	virus-c
21507	virus-c
21508	virus-c
21510	virus-c
21515	virus-c
21525	virus-c
21526	virus-c
21527	virus-c
21535	misc
21536	misc
21564	rna
21647	virus-e
21648	virus-e
21662	dna
21664	dna
21665	dna
21666	dna
21678	membrane
21679	membrane
21680	membrane
21681	membrane
21682	membrane
21843	membrane
21846	membrane
22050	membrane
22079	dna
22080	dna
22221	virus-c
22222	virus-c
22275	virus-c
30073	misc
30160	membrane
30285	dna
30286	dna
10009	ribosome-c
10012	misc
10023	ribosome-c
10024	ribosome-c
10025	ribosome-c
10026	ribosome-c
10027	ribosome-c
10028	ribosome-c
10029	ribosome-c
10030	ribosome-c
10031	ribosome-c
10032	ribosome-c
10429	misc
10430	misc
10442	misc
10443	misc
10476	misc
10477	misc
10478	misc
10479	misc
10480	misc
10490	misc
10494	cell
10541	misc
10542	misc
10565	misc
10566	misc
10567	misc
10568	misc
10569	misc
10570	misc
10571	misc
10572	misc
10649	virus-c
10655	ribosome-c
10712	misc
10714	misc
10944	misc
10959	motor
10960	motor
10995	membrane
11002	membrane
11033	ribosome-c
11034	ribosome-c
11035	ribosome-c
11036	ribosome-c
11037	ribosome-c
11038	ribosome-c
11064	80s
11203	virus-c
11204	virus-c
11206	virus-c
11207	virus-c
11320	ribosome-c
11322	ribosome-c
11323	ribosome-c
11324	virus-c
11329	virus-c
11330	virus-c
11331	virus-c
11332	virus-c
11333	virus-c
11334	virus-c
21147	membrane
21175	virus-c
21176	virus-c
21177	virus-c
21178	virus-c
21179	virus-c
21180	virus-c
21181	virus-c
21182	virus-c
21183	synth
21184	virus-c
21185	synth
21186	virus-c
21820	membrane
21911	motor
21912	motor
21984	motor
21985	motor
22067	motor
22072	dna
22073	dna
22129	virus-c
22156	virus-c
22259	protein
22292	virus-c
22293	virus-c
22301	virus-c
30253	virus-e
30254	virus-e
30259	virus-e
30260	virus-e
30287	virus-e
30290	virus-e
30291	virus-e
30292	virus-e
30362	misc
4175	misc
0880	virus-e
0881	virus-e
0919	membrane
0920	membrane
0921	membrane
0922	membrane
0923	membrane
0938	membrane
10223	70s
10224	70s
10316	virus-e
10497	misc
10498	misc
10503	70s
10747	membrane2
10748	membrane2
10749	membrane2
10750	membrane2
10751	membrane2
10752	membrane2
10753	membrane2
10754	membrane2
10836	ribosome-c
10837	ribosome-c
10838	ribosome-c
10839	ribosome-c
10841	ribosome-c
10842	ribosome-c
11093	rna
11095	rna
11096	80s
11097	80s
11098	80s
11099	80s
11100	80s
11107	rna
11118	rna
11173	virus-c
11218	virus-c
11276	ribosome-c
11288	ribosome-c
11310	ribosome-c
11313	motor
11314	motor
11315	motor
11316	motor
11317	motor
11318	motor
11319	motor
11321	ribosome-c
11325	ribosome-c
11328	virus-c
11335	ribosome-c
11336	virus-c
11337	virus-c
11341	virus-c
20714	membrane
20715	membrane
20731	membrane
21226	misc
21234	membrane
21236	membrane
21237	membrane
21308	dna
21356	membrane
21357	membrane
21867	virus-o
21868	virus-o
22143	70s
22160	rna
22203	membrane
22256	virus-c
22288	rna
22290	membrane
22291	membrane
30248	virus-e
30250	virus-e
30251	virus-e
30303	virus-e
30304	virus-e
30315	virus-e
30316	virus-e
30317	virus-e
30318	virus-e
30319	virus-e
30334	membrane
30386	misc
0723	dna
0725	dna
10235	misc
10677	70s
10678	70s
10679	70s
10680	rna
10681	ribosome-c
10682	ribosome-c
10683	70s
10684	70s
10685	rna
10686	ribosome-c
10687	ribosome-c
10765	cell
10766	cell
10767	cell
10840	membrane
10871	ribosome-c
10872	ribosome-c
10873	ribosome-c
10874	ribosome-c
10875	ribosome-c
10876	ribosome-c
10877	ribosome-c
10878	ribosome-c
10879	70s
10880	70s
10881	70s
10882	70s
10883	protein
10884	protein
10885	protein
10886	protein
11085	motor
11086	motor
11293	virus-e
11493	virus-c
11494	virus-c
11495	virus-c
11496	virus-c
11497	virus-c
11498	virus-c
20546	virus-e
20548	cell
20549	cell
21149	misc
21233	80s
21242	80s
21444	membrane
21445	membrane
21447	membrane
21673	membrane
21674	membrane
21675	membrane
21676	membrane
21677	membrane
21691	protein
21696	protein
21697	protein
21698	protein
21699	protein
21700	protein
21704	protein
21860	membrane
21861	membrane
21862	membrane
22025	misc
22026	protein
22027	misc
22028	membrane
22029	80s
22030	misc
22209	70s
22212	70s
22270	rna
22271	rna
22285	membrane
22286	membrane
22287	membrane
22346	misc
22347	misc
22348	misc
22349	misc
22350	misc
22351	misc
30249	membrane
4551	virus-e
9964	ribosome-c
0730	misc
0731	misc
0732	cell
0733	cell
0734	80s
0801	amyloid
0803	amyloid
10492	misc
10493	misc
10815	membrane
10816	membrane
10895	needle
10897	membrane
10899	needle
10901	needle
10902	membrane
11027	membrane
11289	80s
20474	virus-e
20486	membrane
20566	motor
20567	motor
20568	motor
21109	protein
21133	ribosome-c
21162	synth
21163	synth
21164	synth
21165	synth
21166	synth
21167	virus-c
21168	virus-c
21169	virus-c
21170	synth
21171	synth
21172	synth
21173	synth
21174	synth
21227	virus-c
21230	virus-c
21231	synth
21502	motor
21503	motor
21683	membrane
21863	misc
21866	membrane
21869	misc
21896	membrane
21913	membrane
21914	membrane
21915	membrane
21916	membrane
21917	membrane
21918	membrane
21972	membrane
22251	virus-c
22253	virus-c
22254	virus-c
22255	virus-c
22384	virus-c
22392	membrane
22393	membrane
22394	membrane
22395	membrane
22396	membrane
30288	misc
30289	misc
30307	rna
30320	virus-e
30321	virus-e
30322	virus-e
30331	virus-c
30376	rna
30408	virus-e
10615	_
10616	_
10738	virus-c
10739	virus-c
10740	virus-c
10741	virus-c
10742	virus-c
10870	dna
10905	_
10906	_
10907	_
10908	_
10930	_
11025	cell
11057	cell
11073	cell
11074	cell
11124	cell
11176	_
11292	_
11299	_
11301	_
11456	_
11514	virus-c
11515	virus-c
11595	protein
11597	misc
20604	misc
20609	_
20610	_
20613	_
20720	misc
20825	motor
20826	motor
20827	cell
20828	cell
21061	virus-c
21062	virus-c
21064	virus-c
21065	virus-c
21066	virus-c
21075	virus-c
21076	virus-c
21077	virus-c
21078	virus-c
21079	virus-c
21080	virus-c
21081	virus-c
21082	virus-c
21083	virus-c
21084	virus-c
21085	virus-c
21086	virus-c
21087	virus-c
21088	virus-c
21089	virus-c
21090	virus-c
21091	virus-c
21092	virus-c
21093	virus-c
21108	_
21115	_
21414	misc
21608	membrane2
21609	membrane2
21610	membrane2
21611	_
21612	membrane2
21613	membrane2
21614	membrane2
21615	membrane2
21616	membrane2
21617	_
21927	_
22083	_
22121	_
22122	_
22146	_
22296	_
22297	rna
22311	membrane
22312	membrane
22313	membrane
22314	membrane
22315	membrane
22316	membrane
22317	membrane
22318	membrane
22319	membrane
22320	membrane
22321	membrane
22322	membrane
30109	ribosome-c
30110	ribosome-c
30111	ribosome-c
30112	ribosome-c
30113	ribosome-c
9870	_
0775	_
0912	_
0915	_
0924	_
0925	_
0926	_
0927	_
0928	_
0948	_
0963	_
0964	_
0978	_
10198	membrane2
10226	_
10228	_
10229	_
10462	_
10463	_
10731	_
10732	_
10733	_
10734	_
10801	virus-e
10802	virus-e
11212	_
11224	virus-c
11225	_
11226	_
21250	_
21306	misc
21309	misc
21310	misc
21311	misc
21312	misc
21473	_
21496	_
21509	_
21690	_
21871	_
21893	_
21894	_
21895	membrane
22052	misc
22053	misc
22056	misc
22057	misc
22058	misc
22059	membrane2
22060	membrane2
22190	80s
22196	_
22197	80s
22198	_
22272	_
22273	_
22274	_
22352	_
22353	virus-c
22354	_
22355	virus-c
22356	virus-c
30071	_
30108	_
30274	_
30368	_
30380	misc
30419	_
0877	membrane
0879	membrane
10794	misc
10800	virus-e
10803	virus-e
11061	virus-e
11062	virus-e
11231	membrane
11235	membrane
11237	membrane
11238	membrane
11388	_
11471	misc
11522	_
11523	_
11524	_
11525	misc
11609	80s
11626	dna
11668	misc
11669	misc
21005	misc
21006	misc
21007	misc
21008	misc
21048	_
21249	_
21386	70s
21426	ribosome-c
21427	80s
21435	80s
21468	70s
21469	70s
21470	70s
21471	70s
21472	70s
21474	70s
21475	70s
21476	70s
21477	70s
21482	70s
21483	70s
21485	70s
21486	70s
21494	70s
21686	cycle
21687	cycle
21884	needle
21885	needle
21886	needle
21952	80s
21953	cell
21962	_
21963	_
21964	_
22042	_
22082	70s
22084	70s
22087	70s
22090	membrane
22091	membrane
22092	membrane
22093	membrane
22107	70s
22141	70s
22142	70s
22161	virus-c
22162	virus-c
22181	70s
22192	70s
22193	70s
22331	virus-o
22332	virus-o
22333	virus-o
22357	_
22386	_
22389	_
22417	_
22419	_
22460	needle
30067	membrane
30070	dna
30221	membrane
30305	_
30343	membrane
30414	virus-e
30415	virus-e
30469	_
0779	dna
0825	membrane
0826	membrane
0827	membrane
10239	virus-c
10240	virus-c
10246	virus-c
10255	membrane
10266	membrane
10660	membrane2
10661	membrane2
10847	membrane
10848	_
10900	motor
11001	membrane
11039	membrane
11040	membrane
11149	membrane
11195	membrane
11196	membrane
11227	membrane
11228	membrane
11229	membrane
11230	membrane
11342	membrane
11368	membrane
11369	membrane
11457	80s
11596	misc
11598	misc
11599	misc
11607	membrane
20692	membrane
20877	protein
20878	protein
20879	protein
20880	protein
20881	protein
21235	membrane
21238	membrane
21239	membrane
21240	membrane
21241	membrane
21262	membrane
21263	membrane
21264	membrane
21265	membrane
21266	membrane
21267	membrane
21268	membrane
21269	membrane
21270	membrane
21271	membrane
21539	membrane
21599	_
21659	virus-o
21660	virus-o
21992	membrane
21993	membrane
21994	membrane
22031	membrane
22032	membrane
22033	membrane
22034	membrane
22035	membrane
22036	membrane
22037	membrane
22038	membrane
22123	_
22131	_
22213	membrane
22214	membrane
22215	membrane
22216	membrane
22329	dna
22330	dna
22358	membrane
22359	dna
22360	dna
22361	dna
22362	dna
22363	dna
22382	membrane
22390	membrane
22391	membrane
22418	dna
22420	dna
22421	dna
30014	membrane
30015	membrane
30021	_
30344	membrane
30345	membrane
30355	_
30358	_
30367	_
9944	_
9945	_
0659	70s
10723	misc
10724	misc
10725	misc
10769	ribosome-c
10772	ribosome-c
10773	ribosome-c
10774	ribosome-c
10775	ribosome-c
10809	ribosome-c
10817	rna
10869	ribosome-c
10898	ribosome-c
10915	ribosome-c
11117	virus-e
11239	membrane
11418	70s
11419	70s
11420	70s
11421	70s
11423	70s
11426	70s
11619	virus-c
11628	cell
11647	virus-c
11648	virus-c
11681	virus-c
20909	dna
20963	membrane
21541	dna
21551	dna
21552	dna
21670	ribosome-c
21703	virus-c
21710	virus-c
21765	virus-c
21768	virus-c
21780	virus-c
21802	virus-c
21808	virus-c
21902	_
21903	_
21904	_
21905	_
21928	_
11683	virus-c
11684	virus-c
11685	virus-c
11686	virus-c
11687	virus-c
21970	dna
21971	dna
21978	dna
21979	_
21980	dna
22046	dna
22047	dna
22164	virus-c
22206	dna
22334	virus-c
22408	dna
22409	dna
22413	dna
22513	_
22526	virus-e
22527	virus-e
0949	_
0950	_
0951	_
0952	_
0953	_
0954	_
0955	_
10557	_
10558	_
10559	_
10892	_
10914	_
11392	_
11393	_
11394	_
11395	_
11618	virus-c
11620	virus-c
11621	virus-c
11622	virus-c
11623	virus-c
30238	_
30267	_
30374	_
30426	virus-c
30427	virus-c
30428	virus-c
30429	virus-c
30430	virus-e
30443	_
30444	_
30445	_
30446	_
30447	_
30448	_
9943	_
9946	_
9947	_
9948	_
0656	70s
0657	70s
0658	70s
0660	70s
0783	dna
10481	rna
10482	rna
10483	rna
10484	rna
10485	rna
10486	rna
10487	rna
10488	rna
10489	rna
10573	membrane
10694	dna
10695	dna
10727	motor
10728	motor
10729	motor
10795	rna
11005	dna
11006	dna
11028	misc
11029	misc
11053	membrane
11115	virus-e
11116	virus-e
11127	membrane
11266	misc
11267	misc
11268	misc
11269	misc
11270	misc
11271	misc
11302	ribosome-c
11357	ribosome-c
11358	ribosome-c
11359	ribosome-c
11360	ribosome-c
11361	ribosome-c
11362	ribosome-c
11363	ribosome-c
11422	70s
11526	virus-c
11575	misc
11601	dna
11688	virus-c
11692	rna
11728	virus-c
20736	virus-c
21258	virus-c
21307	dna
21669	membrane
21737	virus-c
21739	virus-c
21741	virus-c
21745	virus-c
21746	virus-c
21750	virus-c
21751	virus-c
21752	virus-c
21775	virus-c
21776	virus-c
21777	virus-c
21778	virus-c
21779	virus-c
21781	virus-c
21782	virus-c
21783	virus-c
21784	virus-c
21785	virus-c
21786	virus-c
21787	virus-c
21788	virus-c
21789	virus-c
21790	virus-c
21791	virus-c
21792	virus-c
21793	virus-c
21794	virus-c
21795	virus-c
21796	virus-c
21797	virus-c
21798	virus-c
21799	virus-c
21800	virus-c
21801	virus-c
21803	virus-c
21859	80s
21981	dna
21982	dna
22165	virus-c
22166	virus-c
22260	membrane
22261	membrane
22262	membrane
22263	membrane
22264	membrane
22372	virus-c
22373	virus-c
22374	virus-c
22385	virus-c
22387	virus-c
22388	virus-c
22434	virus-c
22435	virus-c
22436	virus-c
22437	virus-c
22438	virus-c
22439	virus-c
22440	virus-c
22442	virus-c
22532	virus-c
22533	virus-c
22534	virus-c
22535	virus-c
22574	virus-c
22586	70s
22592	virus-e
22593	virus-e
22594	virus-e
22595	virus-e
22603	virus-e
22607	70s
22609	virus-e
22614	70s
22632	70s
22635	70s
22636	70s
22637	70s
22645	virus-e
22646	virus-e
30076	dna
30077	dna
30078	dna
30228	virus-c
30332	virus-c
30333	virus-c
9954	membrane
0793	virus-e
0794	virus-c
0795	virus-c
0874	_
0935	_
10321	_
10535	_
10543	_
10746	_
10798	_
10828	needle
10829	needle
10830	needle
10831	needle
10832	needle
10857	membrane
10858	membrane
10859	membrane
10860	membrane
10861	membrane
10862	membrane
10891	70s
11003	protein
11144	virus-c
11145	virus-c
11146	virus-c
11380	amyloid
11382	amyloid
11383	amyloid
11585	dna
11674	membrane
11682	virus-c
20077	ribosome-c
20843	motor
20844	motor
21363	membrane
21495	virus-e
21497	virus-e
21644	ribosome-c
22068	_
22077	_
22117	membrane
22118	membrane
22119	membrane
22120	membrane
22174	_
22175	protein
22176	protein
22177	protein
22339	virus-e
30146	virus-e
30152	virus-e
30155	virus-e
30156	virus-e
30157	virus-e
30158	virus-e
30159	virus-e
30162	virus-e
30163	membrane
30164	membrane
30165	membrane
30167	membrane
30168	membrane
30169	membrane
30268	rna
30506	virus-c
30532	rna
30533	rna
30540	rna
30541	rna
0830	membrane
0854	virus-e
0855	virus-e
0856	virus-e
0857	virus-e
0858	virus-e
0859	virus-e
0860	virus-e
0867	virus-e
0870	virus-e
0871	virus-e
11123	virus-c
11160	_
11232	80s
11241	membrane
11242	membrane
11243	membrane
11244	membrane
11245	membrane
11246	membrane
11248	membrane
11249	membrane
11250	membrane
11251	membrane
11252	membrane
11253	membrane
11254	membrane
11255	membrane
11256	membrane
11257	membrane
11258	membrane
11259	membrane
11260	membrane
11261	membrane
11262	membrane
11263	membrane
11458	_
11627	virus-c
20760	protein
21042	virus-c
21043	virus-c
21384	membrane
21385	membrane
21532	virus-e
21925	motor
22069	needle
22070	needle
22076	needle
22081	needle
22085	80s
22169	amyloid
22199	membrane
22200	membrane
22201	membrane
22202	membrane
22295	virus-c
22341	membrane
22412	_
22474	_
22514	virus-c
22617	misc
22640	virus-c
22641	virus-c
22642	virus-c
22643	virus-c
22659	virus-c
22660	virus-c
22668	virus-c
30016	membrane
30314	_
30339	dna
30340	dna
0823	dna
0824	dna
10371	_
10372	_
10395	_
10592	misc
10726	motor
10792	virus-c
10893	membrane
10894	membrane
10999	ribosome-c
11000	ribosome-c
11023	virus-c
11024	virus-c
11075	virus-e
11076	virus-e
11077	virus-c
11078	virus-c
11079	virus-c
11104	rna
11105	rna
11236	virus-c
11247	membrane
11390	70s
11397	70s
11569	rna
11570	rna
11571	rna
11572	rna
11573	rna
11574	rna
11602	ribosome-c
11608	ribosome-c
11660	virus-c
11661	virus-c
11662	virus-c
11663	virus-c
11664	virus-c
11665	virus-c
11666	membrane
11670	membrane
11671	membrane
11672	membrane
11726	membrane
11778	membrane2
11779	membrane2
20640	membrane
20781	misc
20864	_
21063	motor
21213	80s
21214	80s
21215	80s
21216	80s
21217	80s
21218	80s
21559	_
21562	70s
21714	virus-c
21715	virus-c
21717	virus-c
21719	virus-c
21722	virus-c
21723	virus-c
21726	virus-c
21729	virus-c
21730	virus-c
21731	virus-c
21733	virus-c
21734	virus-c
21754	virus-c
21757	virus-c
21758	virus-c
21759	virus-c
21760	virus-c
21761	virus-c
21762	virus-c
21763	virus-c
21804	virus-c
21806	virus-c
21809	virus-c
22086	80s
22194	membrane
22210	_
22211	_
22463	protein
22491	virus-c
22492	virus-c
22494	virus-c
22497	virus-c
22506	virus-c
22507	virus-c
22508	virus-c
22512	virus-c
22516	virus-c
22517	virus-c
22627	virus-c
22628	virus-c
22681	virus-c
22809	virus-c
30013	membrane
30117	rna
30118	rna
30119	rna
30128	_
9958	_
10517	membrane
11052	dna
11059	needle
11060	needle
11178	virus-o
11185	dna
11210	_
11211	dna
11213	dna
11215	dna
11216	dna
11217	dna
11219	dna
11377	membrane
11391	_
11424	membrane
11425	membrane
11617	virus-c
11658	membrane
11667	membrane
20150	virus-c
20151	virus-c
20152	virus-c
20153	virus-c
20865	_
20866	_
20867	_
20868	_
20869	dna
20870	dna
20871	_
21097	membrane2
21406	rna
21407	rna
21408	rna
21409	rna
21423	virus-c
21558	ribosome-c
21569	ribosome-c
21570	ribosome-c
21571	ribosome-c
21572	ribosome-c
21573	ribosome-c
21819	needle
21837	needle
22048	virus-c
22049	virus-c
22458	virus-c
22476	dna
22477	dna
22478	dna
22479	dna
22573	rna
22575	rna
22577	rna
22578	rna
22579	rna
22580	rna
22631	_
22634	_
22647	_
22690	ribosome-c
22729	virus-c
22730	virus-c
22731	virus-c
22732	virus-c
22733	virus-c
22734	virus-c
22735	virus-c
22736	virus-c
22737	virus-c
22829	_
30012	membrane
30172	ribosome-c
30173	ribosome-c
30175	ribosome-c
30176	ribosome-c
30346	membrane
30347	membrane
30401	_
30402	_
30403	_
30453	_
30454	dna
30455	_
30456	_
30457	_
30609	_
30610	_
9898	_
10711	membrane
10770	_
10771	_
11381	membrane
11384	membrane
11385	membrane
11386	membrane
11439	_
11513	membrane
11614	_
11615	_
11638	_
11721	_
11832	virus-c
11833	virus-c
11863	virus-e
11866	virus-e
11867	virus-e
11868	rna
20862	_
21361	membrane
21362	membrane
22071	_
22335	_
22375	_
22376	_
22377	_
22738	virus-c
22739	virus-c
22740	virus-c
22741	virus-c
22820	_
22858	virus-c
22859	virus-c
22860	virus-c
22861	virus-c
22862	virus-c
22863	virus-c
22864	virus-c
30090	dna
30091	dna
30092	dna
30093	dna
30094	dna
30170	_
30174	_
30233	membrane
30242	motor
30243	motor
30535	_
30545	membrane
0843	misc
0936	membrane
0937	membrane
10553	_
10554	_
10656	70s
10657	70s
10755	virus-e
10756	virus-e
10757	virus-e
10758	virus-e
10759	virus-e
10996	_
11004	_
11026	_
11066	_
11067	_
11398	misc
11400	misc
11437	80s
11639	_
11719	_
11722	_
11835	_
21389	virus-e
21875	_
21882	_
21892	_
21907	_
21908	_
21909	_
22108	virus-c
22109	virus-c
22110	virus-c
22111	virus-c
22112	virus-c
22522	dna
22523	dna
22524	dna
22525	dna
22638	motor
22639	motor
22821	virus-c
22822	virus-c
22823	virus-c
22824	virus-c
22825	virus-c
22826	virus-c
22831	virus-c
22832	virus-c
22833	virus-c
22834	virus-c
22835	virus-c
22836	virus-c
22837	virus-c
22838	virus-c
30034	membrane
30035	membrane
30049	membrane
30050	membrane
30051	membrane
30058	membrane
30059	membrane
30060	membrane
30061	membrane
30062	membrane
30063	membrane
30375	virus-e
30382	membrane
30476	virus-e
30477	virus-e
30478	virus-e
30479	virus-e
30480	virus-e
30492	rna
30493	rna
30566	membrane
0999	membrane
1000	membrane
10722	virus-e
10745	virus-e
10916	motor
10918	motor
10922	motor
10923	motor
10927	motor
10928	motor
10931	motor
10932	motor
10934	motor
10935	motor
10937	motor
10938	motor
10939	motor
10941	motor
10942	motor
10958	ribosome-c
10961	ribosome-c
10962	ribosome-c
10963	ribosome-c
10965	70s
10966	ribosome-c
10967	ribosome-c
10968	ribosome-c
10969	ribosome-c
10970	ribosome-c
10971	ribosome-c
10972	ribosome-c
10973	ribosome-c
10974	ribosome-c
10975	ribosome-c
10976	ribosome-c
10977	ribosome-c
10978	70s
10979	ribosome-c
10980	ribosome-c
10981	ribosome-c
10982	ribosome-c
10983	ribosome-c
10984	ribosome-c
10985	70s
10986	ribosome-c
10988	ribosome-c
10989	ribosome-c
10990	ribosome-c
10991	ribosome-c
10992	ribosome-c
11050	_
11051	_
11055	_
11056	dna
11161	protein
11167	protein
11169	protein
11171	protein
11190	_
11191	_
11200	protein
11201	protein
11273	_
11274	_
11277	_
11834	misc
11837	_
11838	_
11839	_
21453	_
21454	_
21460	_
21684	_
21844	_
21845	_
21847	_
21848	_
21849	_
21850	_
21851	_
21852	_
21853	_
22309	misc
22310	misc
22365	membrane
22366	membrane
22403	_
22404	_
22459	_
22461	_
22464	_
22465	70s
22466	_
22467	70s
22468	70s
22469	_
22470	70s
22471	70s
22472	_
22652	_
22653	_
22654	_
22655	_
22827	dna
22876	dna
22889	virus-c
22891	virus-c
22892	virus-c
22893	virus-c
22894	virus-c
22907	virus-c
22908	virus-c
22909	virus-c
22910	virus-c
22911	virus-c
22913	virus-c
22914	virus-c
22915	virus-c
22916	virus-c
22920	virus-c
22921	virus-c
22923	virus-c
30000	membrane
30001	membrane
30002	_
30323	membrane
30324	membrane
30400	_
30436	_
30437	_
30438	_
30472	membrane
30572	rna
0862	_
0868	_
10417	protein
10466	protein
10993	synth
11014	misc
11159	synth
11168	synth
11170	_
11172	_
11187	_
11240	membrane
11294	synth
11295	synth
11296	synth
11297	synth
11298	synth
11343	synth
11344	synth
11345	synth
11346	synth
11348	synth
11349	synth
11350	synth
11351	synth
11352	synth
11353	synth
11354	synth
11355	synth
11367	_
11378	_
11379	_
11387	_
11488	cycle
11489	cycle
11490	cycle
11491	cycle
11492	cycle
11556	membrane
11558	membrane
11559	membrane
11561	membrane
11629	_
11657	_
11881	_
11931	membrane
21920	rna
21921	rna
21986	membrane
21987	membrane
21988	_
21989	_
21990	_
21991	_
22009	_
22132	virus-e
22133	virus-c
22134	virus-e
22135	virus-e
