.	emdb
7823	membrane
7940	membrane
8897	misc
8955	membrane
0011	misc
0030	rna
0032	rna
0033	rna
0034	rna
0035	rna
0036	rna
0037	rna
0038	rna
0039	rna
0040	rna
0041	rna
0042	rna
0102	misc
0137	70s
0139	70s
7303	dna
7553	virus-c
7554	virus-c
7555	virus-c
7570	virus-c
7805	motor
7806	motor
7807	motor
7811	motor
7854	misc
7855	misc
7856	misc
7857	misc
7887	virus-c
7888	virus-c
7889	virus-c
7890	virus-c
7891	virus-c
7892	virus-c
7893	virus-c
7894	virus-c
7895	virus-c
7896	virus-c
7903	virus-c
7904	virus-c
7906	virus-c
8919	membrane
8920	membrane
8921	membrane
8925	membrane
9050	virus-e
9064	cycle
0077	amyloid
0078	amyloid
0135	needle
0136	needle
6822	membrane
6875	membrane
7527	membrane2
7558	membrane
7618	amyloid
7619	amyloid
8935	virus-c
8936	virus-c
9618	motor
6889	rna
6890	rna
6891	rna
6987	membrane
7100	motor
7639	misc
7659	misc
7660	misc
7661	misc
7662	misc
7663	misc
7664	misc
7665	misc
7666	misc
7667	misc
7668	misc
7669	misc
7670	misc
7671	misc
7672	misc
7673	misc
7674	misc
7675	misc
7676	misc
7677	misc
7678	misc
7679	misc
7680	misc
7681	misc
7682	misc
7683	misc
7684	misc
7685	misc
7686	misc
7687	misc
7688	misc
7689	misc
7690	misc
7691	misc
7692	misc
7693	misc
7694	misc
7695	misc
7696	misc
7697	misc
7698	misc
7699	misc
7700	misc
7701	misc
7702	misc
7703	misc
7704	misc
7705	misc
7706	misc
7707	misc
7708	misc
7709	misc
7710	misc
7711	misc
7712	misc
7713	misc
7714	misc
7715	misc
7716	misc
7717	misc
7718	misc
7719	misc
7721	misc
7722	misc
7723	misc
7724	misc
7725	misc
7726	misc
7727	misc
7728	misc
7729	misc
7730	misc
7731	misc
7732	misc
7733	misc
7734	misc
7735	misc
7736	misc
7737	misc
7738	misc
7739	misc
7740	misc
7741	misc
7742	misc
7743	misc
7744	misc
7745	misc
7746	misc
7747	misc
7748	misc
7749	misc
7750	misc
7751	misc
7752	misc
7753	misc
7754	misc
7755	misc
7756	misc
7757	misc
7758	misc
7759	misc
7760	misc
7761	misc
7762	misc
7763	misc
7764	misc
7765	misc
7766	misc
7767	misc
7768	misc
7773	membrane2
7800	membrane
7801	membrane
7802	membrane
7803	membrane
7804	membrane
7831	motor
7832	motor
7833	motor
7999	membrane
8901	membrane
8918	motor
8934	ribosome-c
8956	membrane
8957	membrane
8958	membrane
8960	membrane
8978	membrane
9100	misc
9101	misc
9102	misc
9103	misc
0149	membrane2
0150	membrane2
0154	membrane2
0155	membrane2
0156	membrane2
0157	membrane2
0158	membrane2
0159	membrane2
0160	membrane2
0161	membrane2
0162	membrane2
0163	membrane2
0164	virus-c
0165	virus-c
0166	virus-c
0167	virus-c
0168	virus-c
0169	virus-c
0170	virus-c
0171	virus-c
0229	70s
0230	ribosome-c
0231	ribosome-c
0232	ribosome-c
0233	ribosome-c
0234	virus-c
0235	virus-c
0236	virus-c
0237	virus-c
0259	amyloid
0260	amyloid
4384	membrane
4385	membrane
6717	membrane2
6779	motor
6781	motor
6782	motor
6783	motor
6909	virus-e
6910	virus-e
6918	virus-e
6919	virus-e
6920	70s
6921	70s
6922	70s
6923	70s
6925	70s
6976	virus-e
6980	rna
6981	rna
6982	rna
6983	rna
6984	rna
6985	rna
6986	rna
6998	membrane
7056	misc
7057	misc
7130	membrane
7529	membrane
7780	motor
7781	motor
7942	protein
7943	protein
8799	80s
8802	80s
8803	80s
8804	80s
8805	80s
8806	80s
8902	cycle
8903	misc
8913	needle
8914	needle
8915	needle
8924	needle
8932	70s
8937	ribosome-c
8976	misc
8997	motor
8998	motor
9004	motor
9013	rna
9014	rna
9015	rna
9027	protein
9028	protein
9030	protein
9048	virus-c
9049	virus-c
9062	virus-c
9110	virus-e
9115	membrane
9117	membrane
9119	membrane
9120	membrane
9121	membrane
9617	membrane
9637	motor
9638	motor
0008	needle
0009	needle
0010	needle
0013	misc
0044	membrane2
0089	needle
0101	70s
0104	70s
0105	70s
0129	virus-e
0192	80s
0194	80s
0195	80s
0197	80s
0199	membrane
0200	membrane
0218	ribosome-c
0219	ribosome-c
0220	ribosome-c
0221	ribosome-c
0222	ribosome-c
0223	ribosome-c
0224	ribosome-c
0245	virus-o
3693	virus-e
4303	motor
4304	motor
4346	motor
4395	dna
4396	dna
4399	misc
6846	cell
6903	virus-e
6975	membrane
7516	virus-c
7772	virus-e
7793	membrane
7794	membrane
7874	membrane2
7965	membrane
7966	membrane
7967	membrane
7997	rna
8909	membrane2
8953	needle
8954	needle
8986	virus-c
9032	misc
9033	misc
9034	misc
9035	misc
9036	misc
9038	virus-c
9042	protein
9043	protein
9044	protein
9045	protein
9065	misc
9114	misc
9122	needle
9123	needle
9127	dna
9146	membrane2
9191	dna
9194	protein
9201	protein
9202	protein
9203	misc
9206	80s
9207	80s
9208	80s
9209	misc
9210	misc
9211	misc
9233	protein
9238	virus-e
9616	rna
9622	rna
0130	virus-e
0133	membrane
0134	membrane
0190	membrane
0196	membrane
0225	membrane
0226	membrane
0227	membrane
0228	membrane
0289	membrane
0307	membrane2
7882	membrane
7883	membrane
9137	misc
9631	virus-e
9632	virus-e
9633	virus-e
9634	virus-e
9661	membrane
9662	membrane
9674	virus-e
9675	virus-e
0012	rna
0014	amyloid
0023	rna
0024	rna
0069	virus-e
0143	rna
0145	rna
0243	ribosome-c
0246	membrane
0247	membrane
0249	rna
0250	rna
0251	rna
0253	rna
0254	rna
0255	rna
0256	misc
4338	rna
4340	rna
4341	rna
6842	misc
6926	virus-e
6948	cell
6949	dna
6950	dna
6967	virus-c
7021	virus-c
8982	virus-e
8983	virus-e
8984	virus-e
8985	virus-e
9016	synth
9017	synth
9018	synth
9019	synth
9020	synth
9021	synth
9029	virus-c
9037	rna
9039	rna
9041	rna
9047	rna
9107	membrane
9112	membrane
9113	membrane
9135	virus-c
9215	protein
9218	protein
9219	protein
9220	protein
9221	protein
9222	protein
9223	protein
9224	protein
9225	protein
9226	protein
9227	protein
9228	protein
9229	protein
9230	membrane
9234	80s
9235	80s
9236	80s
9237	80s
9239	80s
9240	80s
9241	80s
9242	80s
9277	misc
9282	misc
9283	misc
9284	misc
9285	misc
9286	misc
9287	misc
9288	misc
9289	misc
9290	misc
9291	misc
9292	misc
9294	virus-c
9295	virus-c
9303	virus-c
9304	virus-c
9600	virus-e
9601	virus-e
9602	virus-e
9603	virus-e
9604	virus-e
9605	virus-e
9606	virus-e
9610	membrane
9621	rna
9624	rna
9629	virus-e
9635	virus-e
9636	virus-e
9665	virus-e
9666	virus-e
9667	virus-e
0332	virus-e
4269	motor
6912	motor
6914	cell
8884	virus-c
9000	membrane
9001	membrane
9002	membrane
9111	membrane
9147	membrane
9148	membrane
9149	membrane
9150	membrane
9151	membrane
9152	membrane
9153	membrane
9154	membrane
9155	membrane
9156	membrane
9157	membrane
9158	membrane
9159	membrane
9160	membrane
9161	membrane
9162	membrane
9163	membrane
9164	membrane
9165	membrane
9268	cell
9269	cell
9270	misc
9271	misc
9298	rna
9299	rna
9300	rna
9301	rna
9302	rna
9305	rna
9306	rna
9328	virus-c
9329	virus-c
9330	virus-c
9331	virus-c
0090	rna
0091	rna
0092	rna
0095	cycle
0096	cycle
0097	cycle
0098	80s
0099	80s
0100	80s
0257	membrane
0258	membrane
0290	virus-c
0291	virus-c
0292	virus-c
0293	virus-c
0322	70s
0330	ribosome-c
4185	protein
4186	misc
4319	70s
4327	ribosome-c
4328	ribosome-c
4329	ribosome-c
4330	ribosome-c
4331	ribosome-c
4419	virus-e
4421	virus-e
4422	virus-e
7118	membrane
7119	membrane
7609	membrane
9216	protein
9217	protein
9243	membrane
9244	membrane
9245	membrane
9246	membrane
9247	membrane
9248	membrane
9316	dna
9317	dna
9318	dna
9626	rna
9627	rna
0180	misc
0287	dna
0288	dna
0308	ribosome-c
0309	ribosome-c
0328	ribosome-c
0329	ribosome-c
0335	virus-c
0337	virus-c
3983	rna
4188	motor
4189	virus-e
6859	misc
6924	dna
9108	virus-c
9109	virus-c
9116	membrane
9132	membrane
9133	membrane
9134	membrane
9192	membrane
9253	dna
9254	dna
9255	dna
9262	dna
9263	dna
9266	synth
9267	synth
9649	virus-e
9650	virus-e
9651	virus-e
9653	dna
9654	dna
9655	dna
9656	dna
9657	dna
9658	dna
9659	dna
9660	dna
9677	membrane
9682	membrane
9694	dna
0061	dna
0062	dna
0063	dna
0064	dna
0065	dna
0106	membrane2
0107	membrane2
0109	membrane2
0110	membrane2
0111	membrane2
0112	membrane2
0113	membrane2
0201	80s
0202	80s
0203	80s
0261	70s
0336	membrane
0398	ribosome-c
0399	ribosome-c
0400	ribosome-c
4192	rna
4400	misc
4410	rna
7074	membrane
7131	dna
7299	membrane
7567	virus-e
7569	virus-e
7571	virus-e
7572	virus-e
7583	virus-e
7589	virus-e
7592	virus-e
7593	virus-e
7598	virus-e
7599	virus-e
7600	virus-e
8926	dna
8927	dna
9053	virus-e
9054	virus-e
9055	virus-e
9056	virus-e
9057	virus-e
9058	virus-e
9059	virus-e
9060	virus-e
9193	membrane
9249	virus-e
9256	dna
9274	virus-e
9275	virus-e
9278	virus-e
9279	virus-e
9280	virus-e
9281	virus-e
9733	virus-e
0153	misc
0209	protein
0210	protein
0211	protein
0212	protein
0213	protein
0214	protein
0215	protein
0216	protein
0262	membrane
0263	misc
0268	membrane
0269	membrane
0271	virus-e
0272	virus-e
0273	virus-e
8939	virus-e
8969	virus-e
8970	virus-e
8971	virus-e
8972	virus-e
8973	virus-e
8974	virus-e
8975	virus-e
9190	misc
9341	needle
9342	needle
9343	needle
9590	misc
9592	misc
9648	membrane
0004	membrane
0005	membrane
0006	membrane
0275	membrane
0279	membrane
0280	membrane
0282	membrane
0283	membrane
0375	protein
0376	protein
0377	protein
4411	membrane
4429	dna
6860	misc
6861	misc
9069	cell
9079	cell
9080	cell
9081	cell
9082	cell
9083	cell
9084	cell
9086	cell
9095	misc
9096	misc
9097	misc
9098	misc
9099	misc
0281	membrane
0413	membrane2
0414	membrane2
0440	membrane
7481	motor
7513	virus-e
7515	virus-c
7907	misc
9085	cell
9087	cell
9088	cell
9089	cell
9090	cell
9091	cell
9092	cell
9093	cell
9094	cell
0054	virus-e
0056	virus-e
0117	dna
0119	dna
4427	80s
6989	virus-e
6990	virus-e
7520	motor
7522	motor
7523	motor
7941	virus-e
7944	virus-e
7945	virus-e
7948	virus-e
7949	virus-e
7953	virus-e
7954	virus-e
9061	virus-c
9066	dna
9067	dna
9070	cell
9071	cell
9072	cell
9073	cell
9074	cell
9075	cell
9076	cell
9077	cell
9078	cell
9131	virus-e
9385	motor
9642	virus-e
9643	virus-e
9644	virus-e
9652	virus-e
9673	virus-e
9708	dna
9714	membrane
9715	membrane
9716	membrane
9717	membrane
9754	virus-e
9755	virus-e
9756	virus-e
0276	70s
0277	70s
0278	70s
0284	70s
0285	70s
0286	70s
0333	virus-c
0341	membrane
0342	membrane
0345	membrane
0346	membrane
0438	misc
4408	ribosome-c
4409	ribosome-c
6791	misc
6792	misc
7346	dna
7399	misc
7400	misc
7401	misc
7541	misc
7550	misc
7551	misc
7552	virus-c
7556	virus-c
7557	virus-c
7559	virus-c
7560	virus-c
7561	virus-c
7562	misc
7614	misc
7615	misc
7616	misc
7617	misc
8993	misc
9104	misc
9321	membrane
9322	membrane
9323	membrane
9324	membrane
9325	membrane
9326	membrane
9363	virus-c
9382	membrane
9747	needle
9751	membrane
0020	misc
0244	dna
0339	membrane
0436	virus-e
0464	needle
0465	needle
0467	needle
4402	misc
4403	misc
7305	membrane
7353	misc
7354	misc
7355	misc
7356	misc
7357	misc
7358	misc
7359	misc
7360	misc
7362	misc
7363	misc
7364	misc
7365	misc
7366	misc
7367	misc
7368	misc
7369	misc
7370	misc
7371	misc
7372	misc
7373	misc
7374	misc
7375	misc
7376	misc
7377	misc
7378	misc
7379	misc
7380	misc
7381	misc
7382	misc
7383	misc
7384	misc
7385	misc
7386	misc
7387	misc
7388	misc
7389	misc
7390	misc
7391	misc
7392	misc
7393	misc
7394	misc
7395	misc
7396	misc
7397	misc
7398	misc
7402	misc
7404	misc
7405	misc
7406	misc
7407	misc
7408	misc
7409	misc
7410	misc
7411	misc
7412	misc
7413	misc
7414	misc
7415	misc
7416	misc
7417	misc
7418	misc
7419	misc
7420	misc
7421	misc
7422	misc
7423	misc
7424	misc
7425	misc
7426	misc
7427	misc
7428	misc
7429	misc
7433	misc
9260	cell
9261	cell
9766	motor
9767	motor
9768	motor
0343	protein
0347	membrane
0401	virus-c
0402	virus-c
0403	virus-c
0404	virus-c
4433	virus-o
7361	misc
7430	misc
7431	misc
7432	misc
8931	membrane
8948	membrane
8959	membrane
8980	dna
8996	dna
9063	protein
9608	virus-e
9611	virus-e
9612	virus-e
9613	virus-e
9619	virus-e
9620	virus-e
0324	rna
0325	rna
0408	hem
0409	misc
0442	dna
0458	dna
0459	dna
0460	dna
4445	virus-o
4446	virus-o
4447	virus-o
4483	cell
4484	cell
4486	cell
4490	cell
4491	cell
4492	cell
6876	needle
8981	virus-c
9625	protein
9670	membrane
0007	membrane
0043	rna
0468	dna
0480	dna
0487	membrane
0488	membrane
0489	membrane
0500	membrane
0501	membrane
0671	dna
0672	dna
0673	dna
0674	dna
0675	dna
0676	dna
4413	virus-e
4414	misc
4415	misc
4416	virus-e
4417	virus-e
4525	rna
4563	amyloid
4564	amyloid
4565	amyloid
4566	amyloid
4599	70s
4600	70s
4601	membrane
4602	membrane
4603	cell
4604	cell
6896	membrane
8946	protein
8947	protein
8987	dna
8988	dna
8989	dna
8990	dna
8991	dna
8994	dna
9139	virus-c
9142	virus-c
9143	virus-c
9144	virus-c
9145	virus-c
9327	membrane
9333	membrane
9334	membrane
9335	membrane
9336	membrane
9337	membrane
9338	membrane
9367	virus-e
9368	virus-e
9369	virus-e
9384	dna
9390	needle
9391	needle
9713	dna
0366	misc
0367	misc
0368	misc
0415	membrane
0416	membrane
0417	membrane
0418	membrane
0419	membrane
0420	membrane
0425	membrane
0562	membrane
0563	membrane
0564	membrane
4471	cell
4472	cell
4473	cell
4475	70s
4477	70s
4536	membrane
4539	membrane
4540	membrane
4541	membrane
6908	virus-e
6993	virus-o
6994	virus-o
7936	motor
7937	motor
7938	motor
9040	virus-e
9167	motor
9168	motor
9169	motor
9170	motor
9171	motor
9172	motor
9173	motor
9174	motor
9358	ribosome-c
9362	ribosome-c
9700	membrane
9780	membrane
9781	membrane
9782	membrane
9783	dna
9784	dna
0357	dna
0359	dna
0362	dna
0363	dna
0364	dna
0365	dna
0379	dna
0380	dna
0381	dna
0382	dna
0386	dna
0387	dna
0388	dna
0389	dna
0390	dna
0391	dna
0392	dna
0393	dna
0394	dna
0395	dna
0485	virus-c
0502	membrane
0503	membrane
0504	membrane
0505	membrane
0506	misc
4398	virus-e
4443	synth
4444	synth
4537	dna
4538	dna
4587	membrane
4588	membrane
4589	membrane
4592	membrane
4593	membrane
4594	membrane
4611	membrane
4612	membrane
4613	membrane
4614	membrane
6966	synth
9166	virus-c
9297	misc
9366	virus-e
9386	motor
9779	virus-c
0141	virus-c
0369	ribosome-c
0370	ribosome-c
0371	ribosome-c
0372	ribosome-c
0373	ribosome-c
0374	ribosome-c
0383	virus-c
0406	misc
0407	hem
0452	rna
0516	dna
0517	dna
0518	dna
0519	dna
0535	virus-e
0587	rna
0588	rna
0589	rna
0590	rna
0591	rna
0592	rna
0602	rna
0603	rna
0604	rna
4474	80s
4476	70s
7076	dna
8910	amyloid
9232	amyloid
9296	cell
9307	cell
9308	cell
9309	cell
9310	cell
9311	cell
9312	cell
9313	cell
9314	cell
9315	cell
9645	rna
9646	rna
9647	rna
9692	virus-e
9693	virus-e
9769	protein
9771	protein
9772	protein
0181	virus-e
0182	virus-e
0183	virus-e
0184	virus-e
0185	virus-e
0186	virus-e
0187	virus-e
0188	virus-e
0189	virus-e
0217	virus-e
0350	synth
0596	80s
0597	80s
0598	80s
0599	80s
0600	80s
0601	80s
0680	misc
0688	misc
4267	motor
4268	motor
4293	protein
4294	protein
4296	misc
6805	membrane
6999	virus-e
7043	dna
7044	dna
7045	dna
7046	dna
7867	ribosome-c
7870	ribosome-c
9576	virus-e
9641	membrane
9672	virus-e
9678	membrane
9680	membrane
9770	protein
9773	protein
0046	membrane
0050	virus-e
0072	virus-c
0073	virus-c
0131	virus-c
0140	membrane
0174	virus-e
0264	needle
0265	needle
0266	needle
0267	needle
0274	amyloid
0477	membrane
0478	membrane
0479	membrane
0527	amyloid
0528	amyloid
0542	membrane2
0543	membrane2
0544	membrane2
0545	membrane2
0546	membrane2
0547	membrane2
0548	membrane2
0549	membrane2
0550	membrane2
0551	membrane2
0678	membrane
0679	membrane
3982	dna
4561	needle
4562	needle
4569	needle
4570	needle
4572	membrane
4575	membrane
4608	virus-c
4609	virus-c
4694	cell
4695	cell
4696	cell
4697	cell
4698	misc
4701	misc
7640	misc
7641	misc
7642	misc
7643	misc
7644	misc
7645	misc
7646	misc
7647	misc
7648	misc
7649	misc
7650	misc
7651	misc
7652	misc
7653	misc
7654	misc
7655	misc
7656	misc
7657	misc
7658	misc
9392	virus-o
9721	membrane
9722	membrane
0172	virus-o
0238	rna
0239	rna
0240	rna
0241	rna
0242	rna
0344	virus-o
0351	virus-o
0352	virus-o
0353	virus-o
0354	virus-o
0498	membrane
0499	membrane
0523	cycle
0525	needle
0644	membrane
0645	membrane
0646	membrane
0647	membrane
0648	membrane
0681	misc
0682	misc
0683	misc
4452	amyloid
6879	dna
6880	dna
6881	dna
7720	misc
7782	protein
7897	misc
7898	misc
7899	misc
9006	virus-c
9007	virus-o
9008	virus-o
9009	virus-o
9010	virus-o
9118	membrane
9124	membrane
9125	membrane
9126	membrane
9128	membrane
9129	membrane
9130	membrane
9695	membrane
9696	membrane
9719	dna
9720	dna
9748	dna
9749	dna
0205	misc
0206	misc
0207	misc
0326	needle
0327	needle
0558	virus-o
20026	misc
20027	misc
20028	misc
4552	dna
4554	dna
4555	dna
4556	dna
4557	dna
4633	virus-o
4634	virus-c
4638	ribosome-c
4639	70s
4641	ribosome-c
4656	virus-c
7955	virus-c
7956	virus-c
9046	misc
9718	dna
9742	rna
9760	needle
9761	needle
9763	needle
9764	needle
9765	needle
9811	virus-e
9812	virus-e
0410	membrane
0411	membrane
0412	membrane
0514	70s
0515	70s
0567	misc
0616	cell
0617	cell
20029	membrane2
4478	70s
4590	protein
4591	protein
4658	rna
4665	rna
4782	needle
4783	needle
4784	needle
4801	needle
4803	needle
9197	membrane2
9198	cell
9199	cell
9200	cell
9345	membrane2
9346	membrane2
9348	membrane2
9750	70s
9752	70s
9753	70s
9759	70s
9778	70s
9798	misc
9799	misc
9800	misc
9801	misc
0378	rna
0437	membrane
0593	membrane
0594	membrane
0605	membrane
0607	membrane
0650	membrane
0652	dna
0653	dna
0654	dna
0655	dna
0684	rna
0685	rna
0686	rna
0687	rna
0691	rna
0692	rna
20084	motor
20085	membrane
20086	virus-c
20087	virus-c
20088	virus-c
20089	virus-c
4432	membrane
4439	membrane
4441	membrane
4513	membrane
4514	membrane
4515	membrane
4516	membrane
4517	membrane
4518	membrane
4519	membrane
4672	rna
4673	rna
4674	rna
4675	rna
4676	rna
4686	rna
4687	rna
4688	rna
4689	rna
4690	rna
4704	dna
4705	dna
4710	dna
4711	dna
4712	dna
4800	needle
4802	needle
4859	needle
4867	needle
4871	needle
4876	needle
7798	virus-c
7799	virus-c
7913	virus-e
8940	membrane
8941	membrane
8942	membrane
8943	membrane
9231	membrane2
9387	misc
9388	misc
9389	misc
9697	misc
9698	misc
9723	misc
9724	misc
9725	misc
9726	misc
9727	misc
9728	misc
9729	misc
9762	needle
0094	membrane
0466	virus-c
0522	virus-c
0568	misc
20061	cell
20065	cell
20066	cell
20067	cell
20068	cell
20133	protein
4504	virus-e
4648	virus-e
4651	synth
4652	synth
4653	virus-e
4746	membrane
4747	membrane
4748	membrane
7905	virus-e
9022	cell
9031	virus-e
9140	motor
9141	motor
9706	virus-e
9707	virus-e
9840	ribosome-c
9841	ribosome-c
9842	ribosome-c
0093	membrane
0397	needle
0566	needle
20053	membrane2
20054	membrane2
20064	cell
20078	membrane
20079	membrane
20127	dna
20128	dna
20129	dna
20130	dna
20131	dna
4425	dna
4645	membrane
4646	membrane
4647	membrane
4649	membrane
4657	membrane
4668	dna
4670	dna
4671	dna
4707	dna
4708	dna
4709	dna
4719	membrane
4721	membrane
4722	membrane
4723	membrane
4724	membrane
4725	membrane
4726	membrane
4750	hem
9003	virus-c
9373	synth
9374	misc
0070	needle
0649	ribosome-c
0651	ribosome-c
0664	ribosome-c
20055	misc
20200	cycle
4526	rna
4527	rna
4528	rna
4529	rna
4530	rna
4532	rna
4533	rna
4534	rna
4535	rna
4553	dna
6951	virus-e
6953	virus-e
7822	membrane
7877	cell
7878	cell
7879	cell
7880	cell
7881	membrane2
9212	membrane2
9213	membrane2
9214	membrane2
9663	rna
9664	rna
9684	virus-e
9685	virus-e
9686	virus-e
9687	virus-e
9688	virus-e
9689	virus-e
9690	virus-e
9802	dna
9832	membrane
9843	dna
9844	dna
9857	virus-e
9890	misc
0552	protein
0560	misc
0586	dna
0612	motor
0613	motor
0614	motor
0615	motor
0625	membrane
0626	membrane
0627	membrane
20059	virus-c
20060	virus-c
20192	membrane
20194	membrane
4404	ribosome-c
4428	ribosome-c
4615	dna
4958	dna
6882	dna
6883	dna
6946	protein
6947	protein
7871	cell
7872	cell
7873	cell
8938	dna
8945	dna
8949	dna
9393	virus-e
9394	virus-e
9395	virus-e
9787	membrane
9788	membrane
9789	membrane
0021	amyloid
0355	membrane
0356	membrane
0358	membrane
0520	rna
0521	rna
0524	membrane
0561	misc
0569	virus-c
0570	virus-c
0571	virus-c
0572	virus-c
0573	virus-c
0574	virus-c
0575	virus-c
0576	virus-c
0577	virus-c
0578	virus-c
0579	virus-c
0580	virus-c
0581	virus-c
0582	virus-c
0634	needle
0635	needle
0643	ribosome-c
0661	70s
0662	70s
0689	misc
0690	misc
20143	membrane
20145	membrane
20146	membrane
20148	membrane
20225	misc
20228	misc
20229	misc
4728	rna
4733	needle
4734	needle
9138	virus-c
9699	80s
9701	80s
9702	80s
9703	80s
9704	80s
9792	rna
0526	80s
0557	virus-c
0621	virus-e
0622	virus-e
0623	virus-e
0624	virus-e
0628	motor
0629	motor
0630	motor
20070	virus-c
20074	motor
20100	motor
20101	motor
20134	80s
20135	80s
20227	misc
9175	virus-c
9176	virus-c
9177	virus-c
9178	virus-c
9179	virus-c
9180	virus-c
9181	virus-c
9182	virus-c
9183	virus-c
9184	virus-c
9185	virus-c
9186	virus-c
9360	membrane
9361	membrane
0103	virus-e
0138	misc
0142	virus-c
0294	virus-o
0295	virus-o
0296	virus-o
0299	virus-o
0300	virus-o
0301	virus-o
0302	virus-o
0303	virus-o
0304	virus-o
0305	virus-o
0306	virus-o
0445	rna
0446	rna
0447	rna
0449	rna
0553	virus-e
0565	virus-e
20004	protein
20005	protein
20049	protein
20050	protein
20051	protein
20091	virus-e
20132	dna
20175	rna
20176	virus-c
20177	virus-c
20178	virus-c
20182	dna
20190	membrane
20226	protein
4511	rna
4512	rna
4549	virus-e
4550	virus-e
4605	misc
4655	virus-o
4662	virus-c
4677	virus-o
4678	virus-c
4679	virus-c
4680	virus-c
4681	virus-o
4682	virus-c
4683	virus-c
4684	virus-c
4685	virus-c
4759	misc
4760	misc
4762	dna
4763	dna
4764	dna
4765	dna
4766	dna
4767	dna
4768	dna
4799	ribosome-c
4878	misc
4903	virus-e
4905	misc
4943	misc
4945	misc
6977	membrane
6978	membrane
7998	rna
9398	dna
9577	rna
9578	rna
