South of Scotland Electricity Board	x
Sigmund Freud	x
Trafalgar School for Girls	x
Trogir	x
Yuri Gagarin	x
BT Ireland	x
China South Industries Group	x
D-Box Technologies	x
Financial Reporting Council	x
Gezhouba Group	x
Health Insurance Portability and Accountability Act	x
IABG	x
Science, Industry and Business Library	x
USS Long Island (CVE-1)	x
Constituent state	x
Bzip2	x
University of Maryland Global Campus 	x
Device file	x
Thagomizer	x
Puerto Rico Highway 10	x
South Luzon Expressway	x
Oregon Parks and Recreation Department	x
Public Services and Procurement Canada	x
South Luzon Expressway	x
Maine Eastern Railroad	x
Electronically controlled pneumatic brakes	x
Aars	x
Trstenik Airport	x
Cabo Verde Airlines	x
Arid	x

.	ng_term
//	部分一致で弾く、 case sesnsitive
Executive Office of the
Painting Artists of the World	x
Sports & Entertainment	x
List of state highways	x
List of highways	x
Ministry of	x
Football Association	x
Stanford Institutes of Medicine	x
United States Navy	x
anti-aircraft weapon	x
American Society of	x
Department of Transportation	x

.	e2j
X-ray crystallography	X線回折
Transmission electron cryomicroscopy	低温電子顕微鏡法
Ribosome	リボソーム
Hepatovirus A	A型肝炎ウイルス
Hepacivirus A	A型肝炎ウイルス
Human hepatitis A virus	A型肝炎ウイルス
